S no,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Air Quality Index (PM),Cloudiness, Power Consumption in A Zone
22082,20.55,79.5,0.071,212.8,197.1,152,0,25964.50331
22083,20.59,78.7,0.069,281.7,265.2,159,0,26167.94702
22084,20.72,77.6,0.07,372.5,356.2,156,0,26778.27815
22085,21.04,75.5,0.068,443,426.8,150,0,26765.56291
22086,21.24,74.2,0.066,450.5,430,151,0,27159.7351
22087,21.34,75,0.07,493.9,468.8,151,0,27935.36424
22088,21.4,74.8,0.069,483.1,461.6,152,0,28494.83444
22089,21.34,74,0.068,552.7,536.3,157,0,28863.57616
22090,21.58,73.5,0.072,592.3,578.4,150,0,28978.01325
22091,21.8,73,0.069,615.1,602.4,158,0,29626.49007
22092,21.89,71.9,0.068,637.5,625.7,154,0,30211.39073
22093,21.96,71.5,0.072,666.8,657.5,151,0,30605.56291
22094,21.98,70.7,0.067,695.1,688.4,159,0,31101.45695
22095,22.23,70.3,0.07,719,713,155,0,31800.7947
22096,22.46,68.52,0.072,742,727,158,0,32538.27815
22097,22.64,66.79,0.071,763,719,153,0,32868.87417
22098,22.64,66.85,0.069,781,638.1,159,0,33479.2053
22099,22.71,65.92,0.07,800,400.5,152,0,33708.07947
22100,22.81,65.42,0.069,817,180.9,153,0,33593.64238
22101,22.93,67.19,0.07,832,101.5,159,0,34560
22102,22.82,68.06,0.068,843,89.6,154,0,35081.3245
22103,22.65,68.36,0.07,856,85.6,152,0,35272.05298
22104,22.8,68.23,0.071,867,84.4,156,0,35488.21192
22105,22.72,68.06,0.069,879,82.7,158,0,35526.35762
22106,23.14,67.16,0.073,888,81.9,154,0,35653.50993
22107,23.08,67.5,0.072,893,81.6,158,0,35666.22517
22108,23.3,66,0.07,898,81.2,152,0,36238.4106
22109,23.33,65.46,0.069,901,80.3,153,0,35856.95364
22110,23.4,64.96,0.071,903,79.5,154,0,36225.69536
22111,23.18,64.86,0.07,906,77.2,157,0,36492.71523
22112,23.08,65.33,0.069,905,77.2,151,0,36759.7351
22113,23.1,65.93,0.07,904,77,152,0,36441.8543
22114,23.18,64.5,0.07,900,76.6,155,0,36581.72185
22115,23.25,63.93,0.071,895,75.3,155,0,37052.18543
22116,23.42,63.86,0.07,892,74,152,0,36874.17219
22117,23.38,62.13,0.069,884,73.2,156,0,36632.58278
22118,23.4,61.23,0.071,875,73.6,159,0,36785.16556
22119,23.36,62.46,0.069,866,73.1,156,0,36861.45695
22120,23.35,62.46,0.07,853,74.1,150,0,36912.31788
22121,23.3,61.66,0.069,841,74.8,151,0,36874.17219
22122,23.6,60.26,0.07,827,76.7,158,0,36543.57616
22123,23.82,60.26,0.07,811,79.8,159,0,36162.11921
22124,23.69,60.99,0.071,793,81.6,156,0,36454.56954
22125,23.64,61.02,0.07,775,82.8,158,0,36594.43709
22126,23.75,62.26,0.069,755,85.3,155,0,36594.43709
22127,23.67,62.56,0.071,710,88.6,154,0,36683.44371
22128,23.38,63.65,0.07,710,93.2,152,0,36734.30464
22129,23.2,65.29,0.071,683.5,98.6,152,0,36950.46358
22130,23.07,66.26,0.069,660.7,101.5,157,0,36874.17219
22131,23.34,65.75,0.069,636.1,102.3,153,0,36569.00662
22132,23.06,66.36,0.069,608.5,104.2,153,0,36569.00662
22133,23.17,66.96,0.068,585.1,104,154,0,36861.45695
22134,23.02,66.96,0.069,534.4,103.1,151,0,37370.06623
22135,23.12,66.86,0.069,530.6,104.4,153,0,37331.92053
22136,23.14,66.09,0.07,505,113.3,152,0,37637.08609
22137,23.03,66.46,0.069,475.6,151,153,0,37687.94702
22138,22.96,66.12,0.07,446.5,255.8,151,0,37853.24503
22139,22.77,65.72,0.069,414.7,348.1,154,0,38412.71523
22140,22.64,67.05,0.069,383,370.3,159,0,38705.16556
22141,22.54,67.52,0.07,347.2,346,155,0,39023.04636
22142,22.51,68.32,0.071,317.5,316.3,158,0,40002.11921
22143,22.21,69.15,0.069,275.8,272,155,0,40447.15232
22144,22.12,70.4,0.068,250.4,247.9,151,0,41260.92715
22145,22.1,71.2,0.071,221.9,219,150,0,41947.54967
22146,21.97,72.1,0.069,198,196.4,159,0,43409.80132
22147,21.88,72.6,0.066,166.2,164,154,0,44935.62914
22148,21.71,73.6,0.07,121.7,118.1,159,0,47415.09934
22149,21.63,74.4,0.068,115.8,112,158,0,48737.48344
22150,21.57,75.3,0.071,96.6,91.1,150,0,47809.27152
22151,21.45,76.2,0.066,72.8,66.55,151,0,45647.68212
22152,21.31,77.4,0.068,47.86,43.32,159,0,45482.38411
22153,21.22,77.8,0.068,28.25,24.4,155,0,45762.11921
22154,21.09,78.9,0.069,15.72,13.09,154,0,46563.17881
22155,21.02,79.3,0.071,8.19,6.875,153,0,47008.21192
22156,20.88,79.8,0.067,4.114,3.376,152,0,46893.77483
22157,20.82,80.1,0.066,1.507,1.223,157,0,46753.90728
22158,20.74,80.3,0.071,0.154,0.174,150,0,46957.35099
22159,20.71,80.5,0.074,0.073,0.074,153,0,46486.88742
22160,20.67,80.6,0.074,0.077,0.093,150,0,46156.29139
22161,20.67,80.7,0.073,0.062,0.059,156,0,45571.39073
22162,20.64,80.9,0.073,0.055,0.078,152,0,45189.93377
22163,20.6,81.2,0.069,0.077,0.056,155,0,45164.50331
22164,20.6,81.5,0.068,0.048,0.067,150,0,45355.23179
22165,20.52,81.8,0.066,0.091,0.074,155,0,45355.23179
22166,20.46,82.1,0.068,0.044,0.141,150,0,45456.95364
22167,20.41,82.3,0.072,0.044,0.196,157,0,45622.25166
22168,20.41,82.3,0.072,0.059,0.133,157,0,45520.5298
22169,20.45,82.6,0.071,0.062,0.115,158,0,45062.78146
22170,20.43,83.1,0.069,0.022,0.137,152,0,44528.74172
22171,20.4,83.4,0.066,0.048,0.1,150,0,43994.70199
22172,20.39,83.8,0.065,0.04,0.152,157,0,43486.09272
22173,20.36,84.2,0.066,0.04,0.089,157,0,42863.04636
22174,20.3,84.5,0.07,0.044,0.119,155,0,42214.56954
22175,20.2,84.7,0.07,0.04,0.13,156,0,41502.51656
22176,20.13,84.8,0.067,0.062,0.13,150,0,41108.34437
22177,20.11,85.1,0.065,0.048,0.156,153,0,40256.42384
22178,20.14,85.1,0.066,0.073,0.085,154,0,40243.70861
22179,20.13,85.4,0.066,0.062,0.122,153,0,39824.10596
22180,20.11,85.7,0.068,0.044,0.152,157,0,39328.21192
22181,20.1,85.9,0.068,0.051,0.126,158,0,39162.91391
22182,20.12,86,0.07,0.062,0.126,152,0,36950.46358
22183,20.12,85.9,0.067,0.033,0.141,155,0,36708.87417
22184,20.1,85.8,0.067,0.055,0.096,156,0,37649.80132
22185,20.12,85.6,0.069,0.044,0.141,150,0,38171.12583
22186,20.14,85.2,0.067,0.048,0.1,157,0,38489.00662
22187,20.07,85.1,0.07,0.055,0.148,152,0,39429.93377
22188,20.15,84.8,0.07,0.062,0.148,159,0,40358.1457
22189,20.23,84.5,0.071,0.048,0.133,158,0,40892.18543
22190,20.24,84.2,0.071,0.088,0.13,158,0,41171.92053
22191,20.23,84.2,0.07,0.077,0.122,150,0,40917.61589
22192,20.2,84.5,0.071,0.037,0.119,151,0,39798.6755
22193,20.12,84.7,0.069,0.055,0.126,157,0,38883.17881
22194,20.07,84.7,0.07,0.077,0.093,154,0,38514.43709
22195,20.08,84.8,0.069,0.051,0.141,156,0,37713.37748
22196,20.05,84.9,0.069,0.051,0.159,157,0,36734.30464
22197,20.02,85,0.069,0.048,0.13,155,0,34852.45033
22198,19.97,84.9,0.071,0.055,0.1,152,0,32640
22199,19.98,84.3,0.068,0.044,0.185,158,0,31165.03311
22200,20.05,83.5,0.068,0.073,0.137,155,0,30147.81457
22201,20.14,82.9,0.069,0.048,0.148,151,0,29397.61589
22202,20.18,82.5,0.07,0.048,0.145,150,0,28609.27152
22203,20.24,82.1,0.067,0.048,0.115,152,0,28151.52318
22204,20.32,82.2,0.068,0.048,0.152,155,0,27261.45695
22205,20.37,82.6,0.072,0.055,0.115,156,0,25659.33775
22206,20.33,83,0.068,0.08,0.089,159,0,24311.52318
22207,20.29,83.4,0.067,0.048,0.122,155,0,23472.31788
22208,20.28,83.7,0.066,0.062,0.119,156,0,22989.13907
22209,20.06,83.8,0.067,0.066,0.115,155,0,22378.80795
22210,20.01,83.8,0.068,0.077,0.178,157,0,22035.49669
22211,20.05,83.7,0.066,0.095,0.152,152,0,21984.63576
22212,20.11,84.2,0.068,0.347,0.382,154,0,21641.3245
22213,20.07,84.8,0.069,1.134,0.964,154,0,21348.87417
22214,20.03,85.5,0.068,2.575,1.975,154,0,21348.87417
22215,19.96,86.2,0.067,4.945,3.928,153,0,21310.72848
22216,19.83,86.5,0.068,9.29,7.26,158,0,21298.01325
22217,19.8,86.8,0.067,13.1,10.23,154,0,21539.60265
22218,19.83,87,0.067,17.35,13.74,153,0,21412.45033
22219,19.81,87.1,0.067,26.68,20.88,153,0,21450.59603
22220,19.87,87.1,0.067,33.82,26.59,158,0,21387.01987
22221,19.93,87.1,0.068,46.62,35.87,153,0,21272.58278
22222,19.98,87.1,0.067,67.33,50.54,150,0,21081.8543
22223,19.95,86.8,0.068,96.1,75.3,153,0,21158.1457
22224,20.02,86.3,0.068,112.4,89.5,155,0,21132.71523
22225,20.21,85.6,0.067,128.2,100,158,0,21107.28477
22226,20.37,85,0.071,124.5,97.4,158,0,21336.15894
22227,20.43,84.2,0.071,125.9,103,155,0,21615.89404
22228,20.49,84,0.067,142.5,116,158,0,22010.06623
22229,20.45,83,0.072,156.7,127,151,0,22963.70861
22230,20.56,82.3,0.064,168.7,135.1,159,0,23294.30464
22231,20.61,81.7,0.068,187.9,151,157,0,23637.61589
22232,20.73,81.1,0.071,219.9,172.3,150,0,23752.05298
22233,20.82,80.1,0.068,255.9,203.4,152,0,24108.07947
22234,20.99,79.4,0.07,316.1,249.3,151,0,24438.6755
22235,21.11,78.5,0.067,445.4,369.3,158,0,24756.55629
22236,21.44,77.6,0.069,532.9,453.5,154,0,24972.71523
22237,21.67,75,0.072,599.8,513.7,159,0,25290.59603
22238,21.97,74.1,0.068,636,541.3,158,0,25735.62914
22239,22.03,74.1,0.07,674.9,566.7,155,0,26625.69536
22240,22.06,73.1,0.073,584,474.6,154,0,27350.46358
22241,22.04,73.4,0.068,567.3,449.3,159,0,27770.06623
22242,22.04,73.6,0.071,579.1,440.2,150,0,28418.54305
22243,22.25,74.1,0.071,713,479.9,158,0,28876.29139
22244,22.25,73.1,0.069,538.5,357.5,156,0,28456.68874
22245,22.06,72.6,0.069,418.7,312,150,0,28723.70861
22246,22.12,72.7,0.068,566.3,387,156,0,28990.72848
22247,22.31,72.3,0.072,504,345.6,157,0,29486.62252
22248,22.49,71.6,0.069,608.1,406.8,153,0,29664.63576
22249,22.62,70.5,0.071,575.3,412.8,154,0,29753.64238
22250,22.63,70.4,0.07,591.5,428.9,154,0,30198.6755
22251,22.56,70,0.071,459.8,350.4,150,0,30363.97351
22252,22.61,69.92,0.069,387.1,303.6,155,0,30452.98013
22253,22.59,70.7,0.067,429.9,327.6,151,0,30669.13907
22254,22.57,71.4,0.072,362.4,283.9,153,0,30936.15894
22255,22.61,70.8,0.07,528,377.3,156,0,31037.88079
22256,22.74,70.3,0.07,630.3,411.9,156,0,29156.02649
22257,22.87,68.52,0.069,413.1,298.3,157,0,27388.60927
22258,22.75,69.39,0.068,640.8,439.3,154,0,27325.03311
22259,22.55,70.2,0.067,404.4,313.4,150,0,27731.92053
22260,22.45,71.4,0.068,380.4,291.9,156,0,28126.09272
22261,22.38,71.9,0.07,513.7,392.5,154,0,28049.80132
22262,22.51,71.7,0.07,285.2,246.7,158,0,28265.96026
22263,22.49,72.4,0.071,278.9,217.6,152,0,28596.55629
22264,22.47,73,0.07,246.7,197,153,0,28621.98675
22265,22.32,73.5,0.074,366.1,288.2,158,0,28532.98013
22266,22.29,73.6,0.072,219.3,174.4,159,0,28583.84106
22267,22.05,74.5,0.067,201.3,159.5,156,0,28520.2649
22268,22.13,74.7,0.07,224.2,180,152,0,28545.69536
22269,22.13,74.4,0.067,231.4,185.6,156,0,28901.72185
22270,22.09,74.8,0.069,187.7,149.6,156,0,29016.15894
22271,22.11,74.9,0.071,186.3,149.1,159,0,28927.15232
22272,22.06,75.4,0.071,142.6,114.8,159,0,29003.44371
22273,22.14,75.5,0.07,246.6,201.2,159,0,29028.87417
22274,22.2,75.8,0.066,214.3,173,157,0,29054.30464
22275,22.17,76,0.066,176.9,139.6,155,0,28939.86755
22276,22.06,76.2,0.067,119.5,94.8,152,0,29117.88079
22277,21.98,76.3,0.069,117,92.6,153,0,29295.89404
22278,21.91,76.3,0.068,137.8,109.4,158,0,29499.33775
22279,21.94,76.4,0.065,148.2,117.7,153,0,29702.78146
22280,21.98,76.9,0.071,150.2,118.5,155,0,30020.66225
22281,21.81,78,0.068,95.7,77.9,155,0,30274.96689
22282,21.68,78.3,0.066,147,120.1,155,0,31610.06623
22283,21.75,77.8,0.068,124.8,99.8,154,0,34852.45033
22284,21.87,76.8,0.069,180.1,142.2,159,0,35373.77483
22285,22.06,75.8,0.069,164.5,132.2,157,0,35704.37086
22286,22.01,75.2,0.071,192.3,154.4,156,0,36073.11258
22287,21.92,75.7,0.068,204.3,163.2,156,0,36772.45033
22288,21.94,76.1,0.068,177.6,140.4,156,0,37764.23841
22289,21.83,76.7,0.071,150.2,117.5,159,0,38514.43709
22290,21.81,77.5,0.071,132.9,107.4,155,0,39849.53642
22291,21.79,78.1,0.066,106.3,85,158,0,41159.2053
22292,21.7,78.2,0.066,78.9,64.18,157,0,43180.92715
22293,21.6,78.4,0.068,57.94,47.17,158,0,44872.05298
22294,21.49,78.8,0.072,40.01,32.55,159,0,44973.77483
22295,21.43,79.2,0.069,33.14,26.74,151,0,43486.09272
22296,21.37,80.2,0.066,30.32,24.66,156,0,42519.7351
22297,21.31,80.5,0.066,26.35,21.34,154,0,42875.76159
22298,21.16,80.4,0.073,18.07,14.87,151,0,43257.21854
22299,21.13,80.6,0.073,9.57,8.03,156,0,43308.07947
22300,21.08,80.9,0.073,5.355,4.399,150,0,43460.66225
22301,21,81.6,0.07,1.463,1.242,150,0,43613.24503
22302,20.91,82.3,0.069,0.205,0.211,158,0,43549.66887
22303,20.83,82.7,0.072,0.084,0.093,159,0,42964.76821
22304,20.75,83.1,0.07,0.044,0.133,151,0,42748.60927
22305,20.69,83.3,0.065,0.059,0.056,158,0,42265.43046
22306,20.67,83.5,0.066,0.051,0.13,152,0,41998.4106
22307,20.65,83.8,0.066,0.048,0.107,158,0,42685.03311
22308,20.65,84.4,0.068,0.059,0.115,155,0,42774.03974
22309,20.6,84.7,0.067,0.066,0.078,151,0,42634.17219
22310,20.59,85,0.066,0.095,0.122,150,0,42761.3245
22311,20.56,85.2,0.067,0.059,0.122,159,0,43104.63576
22312,20.54,85.6,0.065,0.048,0.122,150,0,43066.49007
22313,20.55,86.1,0.065,0.029,0.096,153,0,42672.31788
22314,20.57,86.4,0.069,0.059,0.093,157,0,42214.56954
22315,20.55,86.6,0.067,0.066,0.17,157,0,41464.37086
22316,20.46,86.9,0.066,0.069,0.093,154,0,41337.21854
22317,20.43,87.1,0.065,0.033,0.133,153,0,41171.92053
22318,20.4,87.1,0.067,0.055,0.126,154,0,40790.46358
22319,20.46,87.1,0.069,0.051,0.085,154,0,40065.69536
22320,20.73,87.2,0.068,0.051,0.093,157,0,39646.09272
22321,20.7,87.5,0.065,0.026,0.163,153,0,39340.92715
22322,20.66,87.9,0.067,0.051,0.141,157,0,38679.7351
22323,20.6,88.2,0.069,0.059,0.093,155,0,38094.83444
22324,20.56,88.4,0.066,0.069,0.115,151,0,37700.66225
22325,20.56,88.6,0.067,0.059,0.107,150,0,36950.46358
22326,20.55,88.8,0.064,0.04,0.167,159,0,36658.01325
22327,20.54,89,0.065,0.037,0.163,156,0,36416.42384
22328,20.51,89.2,0.065,0.062,0.163,159,0,36352.84768
22329,20.47,89.3,0.065,0.044,0.141,154,0,36365.56291
22330,20.44,89.3,0.063,0.048,0.137,153,0,37077.61589
22331,20.43,89.3,0.064,0.062,0.115,151,0,37751.52318
22332,20.43,89.2,0.067,0.055,0.1,151,0,38845.03311
22333,20.38,89.1,0.064,0.029,0.152,155,0,39735.09934
22334,20.3,89,0.065,0.073,0.104,151,0,39607.94702
22335,20.24,88.4,0.067,0.037,0.152,154,0,39150.19868
22336,20.45,88.1,0.069,0.062,0.152,151,0,38463.57616
22337,20.48,87.9,0.067,0.062,0.13,151,0,37713.37748
22338,20.44,87.8,0.066,0.048,0.111,156,0,37192.05298
22339,20.46,87.7,0.065,0.048,0.13,155,0,36543.57616
22340,20.4,87.7,0.063,0.059,0.163,150,0,35869.66887
22341,20.36,87.6,0.065,0.055,0.148,156,0,33886.09272
22342,20.36,87.5,0.065,0.037,0.156,157,0,31940.66225
22343,20.38,87.5,0.066,0.033,0.17,155,0,30478.4106
22344,20.35,87.6,0.067,0.055,0.148,158,0,29372.18543
22345,20.26,87.6,0.065,0.055,0.174,151,0,28329.53642
22346,20.25,87.6,0.067,0.04,0.085,150,0,27935.36424
22347,20.24,87.5,0.066,0.059,0.133,151,0,27350.46358
22348,20.22,87.4,0.067,0.04,0.13,153,0,26447.68212
22349,20.21,87.4,0.067,0.062,0.096,154,0,25099.86755
22350,20.14,88,0.067,0.059,0.13,158,0,23917.35099
22351,20.11,88.3,0.067,0.037,0.107,156,0,23129.00662
22352,20.02,88.8,0.065,0.073,0.137,159,0,22442.38411
22353,20.02,89,0.066,0.073,0.107,151,0,22048.21192
22354,19.96,89.3,0.065,0.062,0.104,151,0,22162.64901
22355,19.83,89.5,0.066,0.143,0.148,157,0,21895.62914
22356,19.79,89.6,0.066,0.384,0.289,152,0,21679.4702
22357,19.81,89.6,0.067,1.068,0.789,151,0,21654.03974
22358,19.86,89.4,0.065,3.08,2.498,156,0,21641.3245
22359,19.9,89.1,0.067,6.96,5.619,150,0,21679.4702
22360,19.99,88.9,0.066,10.93,8.77,158,0,22124.50331
22361,20.08,88.5,0.067,13.73,11.41,158,0,22251.65563
22362,20.17,88.1,0.068,20.24,16.2,152,0,22467.81457
22363,20.25,88,0.065,29.32,23.25,157,0,22607.68212
22364,20.31,87.7,0.063,44.25,35.14,153,0,22874.70199
22365,20.41,87.5,0.066,52.29,41.28,155,0,23014.56954
22366,20.48,87.2,0.067,83.2,66.29,152,0,23281.5894
22367,20.57,86.7,0.067,106.8,84.2,157,0,23879.2053
22368,20.68,86.1,0.07,167.6,137.7,157,0,24133.50993
22369,20.84,85.4,0.069,226.7,193.8,157,0,24578.54305
22370,20.97,84.2,0.069,270.8,231.9,151,0,25010.86093
22371,21.24,83.2,0.07,294.1,253.3,157,0,25786.49007
22372,21.41,81.9,0.068,327.2,281.6,150,0,26256.95364
22373,21.59,81.5,0.071,366,312.1,152,0,25392.31788
22374,21.7,81.2,0.069,408.4,346.1,158,0,26206.09272
22375,21.71,80.8,0.074,382.1,324.7,156,0,27439.4702
22376,21.8,80.5,0.068,299.3,243.9,152,0,27464.90066
22377,21.87,79.6,0.074,372.7,307.7,150,0,28087.94702
22378,21.97,77.3,0.069,451.2,374.6,150,0,28990.72848
22379,22.3,77.6,0.072,417.5,340.5,159,0,29753.64238
22380,22.06,77.6,0.07,346.2,279.2,150,0,29715.49669
22381,22.05,76.8,0.069,262.2,207.7,153,0,30020.66225
22382,22.23,75.9,0.069,441.9,358.4,151,0,30452.98013
22383,22.31,75.8,0.071,551.3,447.2,157,0,31012.45033
22384,22.39,75.3,0.071,551,451.2,152,0,31444.76821
22385,22.66,74.4,0.071,586.1,481.3,151,0,32309.40397
22386,23,73.2,0.068,611.9,479.1,157,0,33466.49007
22387,23.16,71.8,0.072,729,508.4,150,0,33708.07947
22388,23.15,71.9,0.072,784,452.5,157,0,34229.40397
22389,23.17,71.2,0.066,613.9,368.7,158,0,34381.98675
22390,23.22,70.1,0.07,731,409,150,0,34267.54967
22391,23.2,70.1,0.069,574.1,345.6,150,0,34954.17219
22392,23.29,69.07,0.068,772,343,151,0,35144.90066
22393,23.51,67.8,0.069,839,335.2,155,0,34992.31788
22394,23.66,67.93,0.07,815,336.2,157,0,35437.35099
22395,23.57,67.83,0.07,864,342.8,155,0,35602.64901
22396,23.85,67.36,0.069,849,362.5,150,0,35666.22517
22397,23.64,67.56,0.07,825,376.9,152,0,36034.96689
22398,23.63,66.99,0.068,794,394.2,159,0,36200.2649
22399,23.43,67.66,0.072,670.7,383.6,154,0,36543.57616
22400,23.54,68.06,0.068,709,399.3,154,0,30020.66225
22401,23.44,68.72,0.072,388,286.5,159,0,30096.95364
22402,23.07,71.3,0.071,321.7,255.5,158,0,31368.47682
22403,22.8,72.2,0.069,382.2,285.5,151,0,31635.49669
22404,22.68,73.2,0.071,337.4,257.2,150,0,32194.96689
22405,22.51,74.3,0.069,358.5,269.6,150,0,32678.1457
22406,22.45,75.2,0.07,421.8,308.3,159,0,33733.50993
22407,22.47,75.6,0.073,639.9,413.8,150,0,33720.7947
22408,22.71,74.9,0.067,590.5,390,153,0,34254.83444
22409,22.44,75.8,0.067,455.5,318.1,154,0,35513.64238
22410,22.34,76.4,0.07,281.5,213.1,153,0,35399.2053
22411,22.32,76.4,0.067,198,151.3,158,0,35526.35762
22412,22.2,77.3,0.07,256.2,192.6,152,0,35666.22517
22413,21.97,78.4,0.069,273,213.3,150,0,35755.23179
22414,21.88,78.5,0.067,228.2,184.1,150,0,35742.51656
22415,22.1,78.1,0.065,159.5,128.1,152,0,35348.34437
22416,22.14,77,0.073,156.6,125.6,152,0,35043.17881
22417,22.18,77.5,0.068,272.5,207.4,153,0,34674.43709
22418,22.21,78.2,0.068,352.9,253.7,156,0,34674.43709
22419,22.08,79,0.071,267.7,203.3,151,0,34699.86755
22420,21.99,79.6,0.065,208.3,161.4,154,0,34712.58278
22421,21.79,79.7,0.064,296.1,201.2,155,0,34687.15232
22422,21.87,79.5,0.07,252.9,195.8,151,0,34992.31788
22423,21.86,79.4,0.071,268.4,195.2,152,0,35030.46358
22424,21.89,78.9,0.071,271,203.3,153,0,35411.92053
22425,21.94,78.5,0.07,164.4,130.1,151,0,35895.09934
22426,21.85,77.4,0.068,92.3,75.1,158,0,36276.55629
22427,21.89,77.9,0.07,91.8,71.7,153,0,36480
22428,21.7,78.9,0.072,134.1,105.4,151,0,36505.43046
22429,21.77,79,0.07,205.7,165.8,150,0,36658.01325
22430,21.88,78.2,0.067,221.1,180.3,156,0,37293.77483
22431,21.89,78.2,0.068,158.6,132.8,159,0,38120.2649
22432,21.8,78.5,0.067,159.2,131.1,159,0,38997.61589
22433,21.81,78.7,0.07,183.3,153.8,152,0,39887.68212
22434,21.81,79,0.071,174.1,143.2,157,0,40892.18543
22435,21.66,79.9,0.068,120.6,96.9,155,0,42290.86093
22436,21.46,81.2,0.07,56.03,44.43,153,0,44414.30464
22437,21.41,82.1,0.067,34.58,27.79,157,0,46385.16556
22438,21.3,82.7,0.072,40.54,31.95,155,0,46067.28477
22439,21.26,83.6,0.067,40.99,31.5,150,0,44427.01987
22440,21.18,84.3,0.07,27.25,20.94,153,0,43753.11258
22441,21.16,84.4,0.072,15.33,11.86,158,0,44465.16556
22442,21.03,84.6,0.071,10.9,8.69,152,0,45278.9404
22443,21.04,84.7,0.07,2.626,2.053,154,0,45609.53642
22444,21.05,84.8,0.071,1.046,0.897,157,0,45673.11258
22445,21.05,85.1,0.068,0.219,0.296,155,0,45749.40397
22446,21.06,85.4,0.068,0.066,0.152,159,0,45673.11258
22447,21,85.7,0.068,0.066,0.093,151,0,45189.93377
22448,20.95,85.8,0.066,0.051,0.152,150,0,45037.35099
22449,20.99,85.9,0.072,0.059,0.067,159,0,44465.16556
22450,20.98,86,0.072,0.066,0.141,155,0,43803.97351
22451,20.95,85.9,0.069,0.062,0.085,155,0,43842.11921
22452,21,85.9,0.07,0.051,0.115,155,0,44134.56954
22453,21.06,86,0.071,0.062,0.096,154,0,43689.53642
22454,21.05,86,0.071,0.048,0.13,154,0,43892.98013
22455,21.03,86.1,0.072,0.055,0.137,150,0,44338.01325
22456,21.04,86.2,0.072,0.066,0.122,159,0,44007.41722
22457,21.02,86.2,0.071,0.051,0.145,156,0,43511.52318
22458,21.04,86.4,0.067,0.059,0.13,159,0,43219.07285
22459,20.98,86.5,0.066,0.051,0.107,155,0,42507.01987
22460,21,86.5,0.066,0.062,0.145,152,0,42379.86755
22461,21.01,86.5,0.067,0.066,0.089,155,0,41362.64901
22462,21.03,86.5,0.068,0.055,0.167,156,0,40993.90728
22463,20.97,86.5,0.069,0.044,0.17,152,0,40396.29139
22464,20.99,86.4,0.068,0.066,0.126,150,0,39874.96689
22465,21.02,86.3,0.07,0.029,0.189,152,0,39226.49007
22466,21.08,86.4,0.068,0.048,0.107,158,0,38679.7351
22467,21.11,86.5,0.067,0.048,0.104,159,0,38221.98675
22468,21.04,86.8,0.066,0.059,0.152,159,0,37586.22517
22469,20.99,86.9,0.067,0.066,0.122,151,0,37306.49007
22470,20.92,87.1,0.067,0.066,0.119,157,0,37179.33775
22471,20.93,87.3,0.064,0.04,0.133,150,0,36747.01987
22472,20.89,87.4,0.063,0.051,0.093,158,0,36670.72848
22473,20.92,87.5,0.065,0.059,0.111,156,0,36619.86755
22474,20.98,87.5,0.064,0.04,0.145,156,0,37090.33113
22475,20.98,87.6,0.063,0.062,0.119,159,0,37853.24503
22476,20.95,87.7,0.066,0.037,0.107,156,0,38527.15232
22477,20.95,87.8,0.07,0.04,0.148,156,0,39480.7947
22478,20.89,88,0.071,0.037,0.174,156,0,39633.37748
22479,20.89,88.1,0.07,0.037,0.159,156,0,39264.63576
22480,20.89,88.3,0.067,0.048,0.119,159,0,38616.15894
22481,20.89,88.4,0.067,0.051,0.152,150,0,37840.5298
22482,20.92,88.5,0.065,0.029,0.133,158,0,37014.03974
22483,20.84,88.7,0.066,0.066,0.119,153,0,36505.43046
22484,20.79,88.8,0.065,0.04,0.104,150,0,35602.64901
22485,20.75,89,0.064,0.048,0.148,156,0,33873.37748
22486,20.76,89,0.065,0.04,0.126,156,0,31737.21854
22487,20.77,89.1,0.065,0.051,0.122,153,0,30440.2649
22488,20.76,89.2,0.065,0.04,0.141,157,0,29423.04636
22489,20.79,89.3,0.063,0.033,0.17,150,0,28736.42384
22490,20.73,89.4,0.064,0.051,0.141,159,0,28240.5298
22491,20.7,89.4,0.065,0.062,0.159,159,0,27757.35099
22492,20.7,89.5,0.065,0.048,0.148,158,0,26740.13245
22493,20.68,89.6,0.066,0.018,0.141,155,0,25354.17219
22494,20.68,89.7,0.066,0.059,0.133,155,0,24235.23179
22495,20.7,89.7,0.067,0.048,0.13,158,0,23179.86755
22496,20.71,89.9,0.068,0.059,0.115,152,0,22836.55629
22497,20.72,89.9,0.069,0.069,0.193,151,0,22378.80795
22498,20.69,90,0.069,0.059,0.152,151,0,22175.36424
22499,20.67,90,0.066,0.059,0.178,154,0,21959.2053
22500,20.65,90,0.068,0.333,0.341,155,0,21832.05298
22501,20.64,90,0.067,0.486,0.441,159,0,21895.62914
22502,20.64,90.1,0.068,0.556,0.5,152,0,22226.22517
22503,20.67,90.1,0.066,0.764,0.689,156,0,22480.5298
22504,20.65,90.1,0.065,1.404,1.082,150,0,22518.6755
22505,20.64,90.1,0.069,2.849,2.276,157,0,22645.82781
22506,20.61,90.2,0.068,5.87,4.796,158,0,22696.68874
22507,20.61,90.1,0.067,12.81,9.6,153,0,22874.70199
22508,20.64,90.1,0.068,14,11.33,154,0,22861.98675
22509,20.65,90.1,0.067,25.35,19.25,155,0,22772.98013
22510,20.62,90.1,0.069,22.66,18.63,153,0,23129.00662
22511,20.62,89.8,0.065,26.55,21.39,156,0,23764.76821
